County,Romanian,Hungarians,Romany,Ukrainians,Germans,Turks,Russians_Lippovans,Tatars,Serbs,Slovaks,Bulgarians,Croats,Greeks,Italians,Jews,Czechs,Poles,Chinese,Armenians,Csango,Macedonians,Another
sb,0.46365598337950814,0.4824315843305475,0.5807492929885568,0.5011016589371409,0.20751824468422056,0.635366286193332,0.4753903205868917,0.6353389721213163,0.5185665844470597,0.6353389721213163,0.5,0.5,0.5185846985578821,0.5161709408752805,0.5185860920034393,0.5,0.5091183654386139,0.8832217397846227,0.9758606235826447,0.6353423862518875,0.5,0.4436313115161651
sj,0.47268927263850924,0.5474153668875211,0.37519856005578445,0.6698866413724075,0.6453643478706216,0.5000000000000001,0.7553928368602842,0.5000000000000001,0.5000000000000001,0.8774925097650752,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.6946605399516753,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.7554139356472513,0.5000000000000001,0.6442179657892042
sm,0.35716599910709435,0.3659103473370234,0.47442930130193184,0.7492555635065061,0.5657407527676402,0.7014087976720196,0.7118614318706696,0.49999999999999994,0.7118702000948434,0.8329761296305468,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.6990958586878865,0.6503573815220972,0.9834017996267713,0.7118614318706696,0.7118702000948434,0.49999999999999994,0.7410981706005878,0.49999999999999994,0.6673052402042614
sv,0.5569331836060354,0.6578825099958773,0.6330086414790841,0.8402207691657576,0.5775895632410353,0.789788758311048,0.8338881806307403,0.5,0.9516453249023958,0.5,0.5,0.5,0.8203463238865999,0.759235633368336,0.7577668402172899,0.5,0.8505617352375273,0.9602442881933371,0.8601122033399303,0.5,0.5,0.7154959993033926
tl,0.5346489563144349,0.5957696413106963,0.5408734746903678,0.5496440431242323,0.6681349106468664,0.5233020873621312,0.7441005926843007,0.6171562973744782,0.6680844637958373,0.6680878266822372,0.6681248206671935,0.49999999999999994,0.793535734023016,0.7610171394013131,0.6680945525566037,0.49999999999999994,0.6680878266822372,0.49999999999999994,0.5778977206930059,0.6681248206671935,0.6407471741812047,0.566329382967257
tm,0.23384834789107614,0.23061104226486392,0.47827184957999486,0.6733146412091293,0.194842838469591,0.5051313170211934,0.4589914820694248,0.5415142120086147,0.3607022844599952,0.5583972819823445,0.7337830231024912,0.5092955942882846,0.5235923710399957,0.38091171553995284,0.4619625346630913,0.4486118789293922,0.5146516534096199,0.46736122287333576,0.5257319934425504,0.520922628253281,0.5072352860427064,0.437414692398651
tr,0.4648269053506763,0.9325145753045638,0.46717451840150925,0.5,0.5,0.9189875204698177,0.5,0.5,0.5,0.5,0.9929360945242027,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9912674728184917,0.5,0.7915939622897221
vl,0.4917632985749982,0.6345150242955321,0.5218336516174971,0.7397051948563993,0.719304867057233,0.7237579953302483,0.7397051948563993,0.5,0.7397051948563993,0.5,0.7397031116668497,0.5,0.7397114444954503,0.7131028422724661,0.7397072780576825,0.5,0.5,0.5,0.7397031116668497,0.5,0.5,0.7032826824768691
vn,0.6654489642353055,0.6867375528058057,0.679165360032135,0.7741143513145908,0.7741143513145908,0.7741602373516941,0.7741119364106851,0.5,0.5,0.5,0.5,0.5,0.9724230012135128,0.7587194429539412,0.7465348943856398,0.5,0.5,0.5,0.7741240110808856,0.5,0.5,0.6064762950873898
vs,0.5695049689613059,0.6514217715343475,0.5844073326604089,0.5,0.856384672253671,0.7219712913496302,0.8560098015668474,0.5,0.5,0.5,0.5,0.5,0.8667332236043279,0.7994533513930635,0.8018844251612852,0.5,0.5,0.8666981450252952,0.5,0.5,0.5,0.6489413085302442
